Identifier A,Identifier B,Species A,Species B,Positive interaction
K7U9P8,A0A1D6DSZ7,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,A0A1D6EBQ6,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,A0A1D6G824,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,A0A1D6G8Y7,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,A0A1D6GIA6,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,A0A1D6H7X7,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,A0A1D6HI94,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,A0A1D6HQC9,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,A0A1D6MCV6,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,A0A1D6MQC3,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,A0A1D6NE68,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,A0A1D6NHH0,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,B4FKB7,Zea mays (Maize),Zea mays (Maize),1
K7U9P8,B6TW91,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,B4FS35,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,B6STD5,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,B6SIB2,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,B4FMJ5,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,C0PK55,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,A0A1D6EN61,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,A0A1D6H2P7,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,A0A1D6IBF8,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,A0A1D6J201,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,A0A1D6J509,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,A0A1D6KZJ5,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,A0A1D6M7C7,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,A0A1D6NC50,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,B4FD59,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,B4FZQ3,Zea mays (Maize),Zea mays (Maize),1
K7U9R6,B6SZ92,Zea mays (Maize),Zea mays (Maize),1
K7U9Z6,A0A1D6L2Z3,Zea mays (Maize),Zea mays (Maize),1
K7UA17,A0A1D6JSP0,Zea mays (Maize),Zea mays (Maize),1
K7UA26,C0PCV7,Zea mays (Maize),Zea mays (Maize),1
K7UA26,B6U4N8,Zea mays (Maize),Zea mays (Maize),1
K7UA26,A0A1D6HXP2,Zea mays (Maize),Zea mays (Maize),1
K7UA26,A0A1D6ND07,Zea mays (Maize),Zea mays (Maize),1
K7UA26,A0A1D6QDI1,Zea mays (Maize),Zea mays (Maize),1
K7UA26,B4FSW0,Zea mays (Maize),Zea mays (Maize),1
K7UA26,C4JB09,Zea mays (Maize),Zea mays (Maize),1
K7UAI8,B4FEN4,Zea mays (Maize),Zea mays (Maize),1
K7UAI8,A0A1D6JEI4,Zea mays (Maize),Zea mays (Maize),1
K7UB16,A0A1D6K126,Zea mays (Maize),Zea mays (Maize),1
K7UB16,A0A1D6PZP9,Zea mays (Maize),Zea mays (Maize),1
K7UB77,A0A1D6ECI1,Zea mays (Maize),Zea mays (Maize),1
K7UBA9,B4FI81,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,C0P6N8,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,B4FMB3,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,B6TPC6,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,C0P455,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,C4J0G4,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,A0A1D6IGX5,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,A0A1D6DSZ7,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,A0A1D6IJX4,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,A0A1D6IMK7,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,A0A1D6JXN5,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,A0A1D6PHE2,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,A0A3L6FCQ7,Zea mays (Maize),Zea mays (Maize),1
K7UBK6,C0PHL6,Zea mays (Maize),Zea mays (Maize),1
K7UBM6,B6TYC1,Zea mays (Maize),Zea mays (Maize),1
K7UBM6,A0A1D6EX60,Zea mays (Maize),Zea mays (Maize),1
K7UBM6,A0A1D6GU80,Zea mays (Maize),Zea mays (Maize),1
K7UBP7,B8A143,Zea mays (Maize),Zea mays (Maize),1
K7UBP7,C0PBJ1,Zea mays (Maize),Zea mays (Maize),1
K7UBP7,A0A1D6LBU5,Zea mays (Maize),Zea mays (Maize),1
K7UBP7,A0A1D6EF52,Zea mays (Maize),Zea mays (Maize),1
K7UBP7,A0A1D6EU55,Zea mays (Maize),Zea mays (Maize),1
K7UBP7,A0A1D6JSP0,Zea mays (Maize),Zea mays (Maize),1
K7UBP7,A0A1D6KYT0,Zea mays (Maize),Zea mays (Maize),1
K7UBP7,A0A1D6L975,Zea mays (Maize),Zea mays (Maize),1
K7UBP7,A0A1D6MHL5,Zea mays (Maize),Zea mays (Maize),1
K7UBP7,A0A1D6MLL0,Zea mays (Maize),Zea mays (Maize),1
K7UBP7,A0A1D6MVL6,Zea mays (Maize),Zea mays (Maize),1
K7UBQ0,A0A1D6K2U2,Zea mays (Maize),Zea mays (Maize),1
K7UBS0,A0A1D6GRJ1,Zea mays (Maize),Zea mays (Maize),1
K7UBU1,B7ZZW3,Zea mays (Maize),Zea mays (Maize),1
K7UBU1,A0A1D6FFL0,Zea mays (Maize),Zea mays (Maize),1
K7UBU1,A0A1D6IYQ0,Zea mays (Maize),Zea mays (Maize),1
K7UCG9,A0A1D6HP23,Zea mays (Maize),Zea mays (Maize),1
K7UCK5,A0A1D6GW42,Zea mays (Maize),Zea mays (Maize),1
K7UCK5,K7TUU5,Zea mays (Maize),Zea mays (Maize),1
K7UCZ5,A0A1D6G8W8,Zea mays (Maize),Zea mays (Maize),1
K7UCZ5,A0A1D6NM62,Zea mays (Maize),Zea mays (Maize),1
K7UCZ5,A0A1D6P5V7,Zea mays (Maize),Zea mays (Maize),1
K7UCZ5,B4FLL1,Zea mays (Maize),Zea mays (Maize),1
K7UD08,A0A1D6LMZ3,Zea mays (Maize),Zea mays (Maize),1
K7UD54,A0A1D6IXT4,Zea mays (Maize),Zea mays (Maize),1
K7UD54,A0A1D6K0A5,Zea mays (Maize),Zea mays (Maize),1
K7UD55,B7ZY66,Zea mays (Maize),Zea mays (Maize),1
K7UDE0,B7VCC0,Zea mays (Maize),Zea mays (Maize),1
K7UDG8,A0A1D6HFT3,Zea mays (Maize),Zea mays (Maize),1
K7UEA0,A0A1D6JRU7,Zea mays (Maize),Zea mays (Maize),1
K7UEY2,C0PJ39,Zea mays (Maize),Zea mays (Maize),1
K7UEY2,B6TPB9,Zea mays (Maize),Zea mays (Maize),1
K7UEY2,B6U886,Zea mays (Maize),Zea mays (Maize),1
K7UEY2,A0A1D6F2I6,Zea mays (Maize),Zea mays (Maize),1
K7UEY2,A0A1D6K0I7,Zea mays (Maize),Zea mays (Maize),1
K7UEY2,A0A1D6K4S7,Zea mays (Maize),Zea mays (Maize),1
K7UEY2,A0A1D6L800,Zea mays (Maize),Zea mays (Maize),1
K7UEY2,A0A1D6N9N4,Zea mays (Maize),Zea mays (Maize),1
K7UEY2,B4FBW9,Zea mays (Maize),Zea mays (Maize),1
K7UEY2,B6SQL3,Zea mays (Maize),Zea mays (Maize),1
K7UF18,A0A1D6N0Q6,Zea mays (Maize),Zea mays (Maize),1
K7UFB2,A0A1D6FXQ9,Zea mays (Maize),Zea mays (Maize),1
K7UFB2,A0A1D6HC04,Zea mays (Maize),Zea mays (Maize),1
K7UFB2,A0A1D6J579,Zea mays (Maize),Zea mays (Maize),1
K7UFB2,A0A1D6NP37,Zea mays (Maize),Zea mays (Maize),1
K7UFC6,A0A1D6KBF1,Zea mays (Maize),Zea mays (Maize),1
K7UFC6,A0A1D6LMW9,Zea mays (Maize),Zea mays (Maize),1
K7UFV8,A0A1D6EQY9,Zea mays (Maize),Zea mays (Maize),1
K7UFY7,A0A1D6G885,Zea mays (Maize),Zea mays (Maize),1
K7UFY7,A0A1D6IP69,Zea mays (Maize),Zea mays (Maize),1
K7UG22,B4FJY5,Zea mays (Maize),Zea mays (Maize),1
K7UG22,B4FMJ5,Zea mays (Maize),Zea mays (Maize),1
K7UG22,B4FS55,Zea mays (Maize),Zea mays (Maize),1
K7UG22,B4FBY5,Zea mays (Maize),Zea mays (Maize),1
K7UG22,A0A1D6GWH6,Zea mays (Maize),Zea mays (Maize),1
K7UG22,A0A1D6LKA1,Zea mays (Maize),Zea mays (Maize),1
K7UG22,A0A1D6MDN5,Zea mays (Maize),Zea mays (Maize),1
K7UG22,B4FZQ0,Zea mays (Maize),Zea mays (Maize),1
K7UG22,K7UFU7,Zea mays (Maize),Zea mays (Maize),1
K7UGQ0,A0A1D6EZ70,Zea mays (Maize),Zea mays (Maize),1
K7UGQ0,A0A1D6JSP0,Zea mays (Maize),Zea mays (Maize),1
K7UGV6,B4G0W0,Zea mays (Maize),Zea mays (Maize),1
K7UH13,B4F8N5,Zea mays (Maize),Zea mays (Maize),1
K7UH13,B4FDS3,Zea mays (Maize),Zea mays (Maize),1
K7UH13,K7TMA6,Zea mays (Maize),Zea mays (Maize),1
K7UH13,A0A1D6F240,Zea mays (Maize),Zea mays (Maize),1
K7UH13,A0A1D6GPI2,Zea mays (Maize),Zea mays (Maize),1
K7UH13,A0A1D6HHJ4,Zea mays (Maize),Zea mays (Maize),1
K7UH13,A0A1D6KXE9,Zea mays (Maize),Zea mays (Maize),1
K7UH13,A0A1D6NA80,Zea mays (Maize),Zea mays (Maize),1
K7UH13,B4FFP9,Zea mays (Maize),Zea mays (Maize),1
K7UH13,B4FRR5,Zea mays (Maize),Zea mays (Maize),1
K7UH13,C0P5T1,Zea mays (Maize),Zea mays (Maize),1
K7UH50,A0A1D6HA12,Zea mays (Maize),Zea mays (Maize),1
K7UH50,A0A1D6NE01,Zea mays (Maize),Zea mays (Maize),1
K7UH50,A0A1D6PS68,Zea mays (Maize),Zea mays (Maize),1
K7UH61,B4FH33,Zea mays (Maize),Zea mays (Maize),1
K7UH61,B6T6R6,Zea mays (Maize),Zea mays (Maize),1
K7UH61,A0A1D6JMY8,Zea mays (Maize),Zea mays (Maize),1
K7UH61,A0A096QKY4,Zea mays (Maize),Zea mays (Maize),1
K7UH61,A0A1D6LY69,Zea mays (Maize),Zea mays (Maize),1
K7UH61,B4FG85,Zea mays (Maize),Zea mays (Maize),1
K7UH61,A0A1D6GFH8,Zea mays (Maize),Zea mays (Maize),1
K7UH61,A0A1D6HXP2,Zea mays (Maize),Zea mays (Maize),1
K7UH61,A0A1D6INZ6,Zea mays (Maize),Zea mays (Maize),1
K7UH61,A0A1D6NEE8,Zea mays (Maize),Zea mays (Maize),1
K7UH61,A0A1D6PVR8,Zea mays (Maize),Zea mays (Maize),1
K7UH61,A0A1D6PZ66,Zea mays (Maize),Zea mays (Maize),1
K7UHB4,B6T2C6,Zea mays (Maize),Zea mays (Maize),1
K7UI42,A0A1D6NI64,Zea mays (Maize),Zea mays (Maize),1
K7UI42,A0A1D6PF20,Zea mays (Maize),Zea mays (Maize),1
K7UIP1,A0A1D6JMB9,Zea mays (Maize),Zea mays (Maize),1
K7UIS1,A0A1D6IQ85,Zea mays (Maize),Zea mays (Maize),1
K7UIS1,A0A1D6JE22,Zea mays (Maize),Zea mays (Maize),1
K7UIS1,B4F8T3,Zea mays (Maize),Zea mays (Maize),1
K7UIS1,B8A342,Zea mays (Maize),Zea mays (Maize),1
K7UJS9,C4JA00,Zea mays (Maize),Zea mays (Maize),1
K7UJS9,A0A1D6J8L6,Zea mays (Maize),Zea mays (Maize),1
K7UJS9,B6UFF4,Zea mays (Maize),Zea mays (Maize),1
K7UKG6,A0A1D6HZJ9,Zea mays (Maize),Zea mays (Maize),1
K7UKG6,C0HF78,Zea mays (Maize),Zea mays (Maize),1
K7UKW2,A0A1D6KDZ4,Zea mays (Maize),Zea mays (Maize),1
K7UKW8,A0A1D6E625,Zea mays (Maize),Zea mays (Maize),1
K7UKY3,A0A1D6EHT9,Zea mays (Maize),Zea mays (Maize),1
K7UKY4,A0A1D6MTW7,Zea mays (Maize),Zea mays (Maize),1
K7UL61,B4F9I5,Zea mays (Maize),Zea mays (Maize),1
K7UL61,B4FEE7,Zea mays (Maize),Zea mays (Maize),1
K7UL61,B6SJC8,Zea mays (Maize),Zea mays (Maize),1
K7UL61,B4FR22,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6L5Q6,Zea mays (Maize),Zea mays (Maize),1
K7UL61,B7ZWY4,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6I644,Zea mays (Maize),Zea mays (Maize),1
K7UL61,B6SZ83,Zea mays (Maize),Zea mays (Maize),1
K7UL61,B6TBD4,Zea mays (Maize),Zea mays (Maize),1
K7UL61,B6SPL7,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6EUT1,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6LK41,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6K126,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6EVM9,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6N2Q6,Zea mays (Maize),Zea mays (Maize),1
K7UL61,B6STA5,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6ELB9,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6EN44,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6F153,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6FKX3,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6FWM9,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6GF64,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6GWE1,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6I2R9,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6IL03,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6IYD0,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6JD12,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6KHQ7,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6KID7,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6KWT6,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6L291,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6L8G1,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6LH29,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6LMU4,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6LTJ2,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6ML42,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6MXG3,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6NWB8,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6PGU0,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1D6Q0R5,Zea mays (Maize),Zea mays (Maize),1
K7UL61,A0A1Q0YPG4,Zea mays (Maize),Zea mays (Maize),1
K7UL61,B4FDT9,Zea mays (Maize),Zea mays (Maize),1
K7UL61,B4FQX1,Zea mays (Maize),Zea mays (Maize),1
K7UL61,B8A090,Zea mays (Maize),Zea mays (Maize),1
K7ULI1,B6TW53,Zea mays (Maize),Zea mays (Maize),1
K7ULI1,A0A1D6I2R9,Zea mays (Maize),Zea mays (Maize),1
K7ULI1,A0A1D6JRU7,Zea mays (Maize),Zea mays (Maize),1
K7ULV5,A0A1D6EV07,Zea mays (Maize),Zea mays (Maize),1
K7ULV5,A0A1D6I031,Zea mays (Maize),Zea mays (Maize),1
K7ULV5,A0A1D6I8L7,Zea mays (Maize),Zea mays (Maize),1
K7ULV5,A0A1D6JZR5,Zea mays (Maize),Zea mays (Maize),1
K7ULW3,B4G1F0,Zea mays (Maize),Zea mays (Maize),1
K7UM39,A0A1D6FQR4,Zea mays (Maize),Zea mays (Maize),1
K7UN74,A0A1D6IKV5,Zea mays (Maize),Zea mays (Maize),1
K7UNM6,A0A1D6I4H6,Zea mays (Maize),Zea mays (Maize),1
K7UNM6,A0A1D6JE22,Zea mays (Maize),Zea mays (Maize),1
K7UNM6,A0A1D6KBS7,Zea mays (Maize),Zea mays (Maize),1
K7UNM6,C0PG86,Zea mays (Maize),Zea mays (Maize),1
K7UNT6,A0A1D6JN03,Zea mays (Maize),Zea mays (Maize),1
K7UNW7,B4FLE8,Zea mays (Maize),Zea mays (Maize),1
K7UNW7,A0A1D6GSN9,Zea mays (Maize),Zea mays (Maize),1
K7UP24,B4G1F0,Zea mays (Maize),Zea mays (Maize),1
K7UP46,A0A1D6ME60,Zea mays (Maize),Zea mays (Maize),1
K7UPB5,C0PH85,Zea mays (Maize),Zea mays (Maize),1
K7UPI2,A0A1D6INZ6,Zea mays (Maize),Zea mays (Maize),1
K7UPI2,A0A1D6N718,Zea mays (Maize),Zea mays (Maize),1
K7UPI7,A0A1D6MPS7,Zea mays (Maize),Zea mays (Maize),1
K7UPZ0,A0A1D6I0C5,Zea mays (Maize),Zea mays (Maize),1
K7UPZ0,A0A1D6EJX1,Zea mays (Maize),Zea mays (Maize),1
K7UPZ0,A0A1D6LMW9,Zea mays (Maize),Zea mays (Maize),1
K7UQ67,A0A1D6GKY9,Zea mays (Maize),Zea mays (Maize),1
K7UQJ6,B4FKV2,Zea mays (Maize),Zea mays (Maize),1
K7UQJ6,A0A1D6I3Z4,Zea mays (Maize),Zea mays (Maize),1
K7UQJ6,A0A1D6KBS7,Zea mays (Maize),Zea mays (Maize),1
K7UQJ6,A0A1D6M316,Zea mays (Maize),Zea mays (Maize),1
K7UQJ6,A0A1D6M5X8,Zea mays (Maize),Zea mays (Maize),1
K7UQJ6,A0A1D6PTX4,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,B4FW72,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,B4FZU1,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,B4FMB3,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,B6TX96,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,A0A1D6M795,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,B8A2B5,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,A0A1D6EI19,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,A0A1D6EUB3,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,A0A1D6FMI2,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,A0A1D6JPY6,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,A0A1D6KSC5,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,A0A1D6LMW9,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,A0A1D6M0R8,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,A0A1D6MCV6,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,A0A1D6MUE8,Zea mays (Maize),Zea mays (Maize),1
K7UQQ8,A0A1D6P6U5,Zea mays (Maize),Zea mays (Maize),1
K7UR08,B6TPC6,Zea mays (Maize),Zea mays (Maize),1
K7UR36,A0A1D6M3Z4,Zea mays (Maize),Zea mays (Maize),1
K7UR36,A0A1D6PZG8,Zea mays (Maize),Zea mays (Maize),1
K7USB5,A0A1D6HGU3,Zea mays (Maize),Zea mays (Maize),1
K7USB5,B4FZC3,Zea mays (Maize),Zea mays (Maize),1
K7USB5,A0A1D6QF82,Zea mays (Maize),Zea mays (Maize),1
K7USB5,A0A1D6EJX1,Zea mays (Maize),Zea mays (Maize),1
K7USB5,A0A1D6FHK3,Zea mays (Maize),Zea mays (Maize),1
K7USB5,A0A1D6G9C4,Zea mays (Maize),Zea mays (Maize),1
K7USB5,A0A1D6L934,Zea mays (Maize),Zea mays (Maize),1
K7USB5,A0A1D6NVH8,Zea mays (Maize),Zea mays (Maize),1
K7USB5,A0A1D6PBC1,Zea mays (Maize),Zea mays (Maize),1
K7USG7,B4FJS2,Zea mays (Maize),Zea mays (Maize),1
K7USI8,A0A1D6KA97,Zea mays (Maize),Zea mays (Maize),1
K7USW8,A0A1D6LLI6,Zea mays (Maize),Zea mays (Maize),1
K7USX7,B4G194,Zea mays (Maize),Zea mays (Maize),1
K7USX7,A0A1D6GBK5,Zea mays (Maize),Zea mays (Maize),1
K7USX7,A0A1D6M2D7,Zea mays (Maize),Zea mays (Maize),1
K7USZ1,B6TYH5,Zea mays (Maize),Zea mays (Maize),1
K7USZ1,C3UZ63,Zea mays (Maize),Zea mays (Maize),1
K7USZ1,A0A1D6FPA8,Zea mays (Maize),Zea mays (Maize),1
K7USZ1,A0A1D6HZ94,Zea mays (Maize),Zea mays (Maize),1
K7USZ1,A0A1D6NYR6,Zea mays (Maize),Zea mays (Maize),1
K7USZ1,A0A1D6Q1L8,Zea mays (Maize),Zea mays (Maize),1
K7USZ1,A0A1D6QED8,Zea mays (Maize),Zea mays (Maize),1
K7USZ1,B4FU03,Zea mays (Maize),Zea mays (Maize),1
K7USZ1,K7UQQ8,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,C0PGW3,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,B4FGL9,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,B4FKQ7,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,B4FTT1,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,B4FWR7,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,B8A143,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,B6SNJ5,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,B6UFQ5,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,A0A1D6LAS5,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,A0A1D6DUD4,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,A0A1D6HZC1,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,B4FNK3,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,B4FXF6,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,C0PDB4,Zea mays (Maize),Zea mays (Maize),1
K7USZ5,K7TUI8,Zea mays (Maize),Zea mays (Maize),1
K7UT49,B4FVN7,Zea mays (Maize),Zea mays (Maize),1
K7UTA0,A0A1D6L6F1,Zea mays (Maize),Zea mays (Maize),1
K7UUA3,B4FQE9,Zea mays (Maize),Zea mays (Maize),1
K7UUA3,B6TB55,Zea mays (Maize),Zea mays (Maize),1
K7UUA3,B6U4N8,Zea mays (Maize),Zea mays (Maize),1
K7UUA3,B4FBQ5,Zea mays (Maize),Zea mays (Maize),1
K7UUA3,A0A1D6GYM3,Zea mays (Maize),Zea mays (Maize),1
K7UUA3,A0A1D6K525,Zea mays (Maize),Zea mays (Maize),1
K7UUA3,A0A1D6NER7,Zea mays (Maize),Zea mays (Maize),1
K7UUA3,C0PHL6,Zea mays (Maize),Zea mays (Maize),1
K7UUB0,B4G056,Zea mays (Maize),Zea mays (Maize),1
K7UUB0,A0A1D6H6Y0,Zea mays (Maize),Zea mays (Maize),1
K7UUB0,A0A1D6I5C8,Zea mays (Maize),Zea mays (Maize),1
K7UUB0,A0A1D6K7R6,Zea mays (Maize),Zea mays (Maize),1
K7UUB0,A0A1D6MG73,Zea mays (Maize),Zea mays (Maize),1
K7UUB0,B4FKB7,Zea mays (Maize),Zea mays (Maize),1
K7UUB0,K7UUB0,Zea mays (Maize),Zea mays (Maize),1
K7UUC9,A0A1D6P230,Zea mays (Maize),Zea mays (Maize),1
K7UUP8,A0A1D6DX45,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A2T1W7,Zea mays (Maize),Zea mays (Maize),1
K7UV45,B4FI53,Zea mays (Maize),Zea mays (Maize),1
K7UV45,B8A1P4,Zea mays (Maize),Zea mays (Maize),1
K7UV45,B4G0P4,Zea mays (Maize),Zea mays (Maize),1
K7UV45,B6U194,Zea mays (Maize),Zea mays (Maize),1
K7UV45,C0PPD7,Zea mays (Maize),Zea mays (Maize),1
K7UV45,B6SI29,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6F6H5,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6JYV4,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6G824,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6GI72,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6HKT9,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6KE58,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6LDL5,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6LJS9,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6LKV8,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6LUN4,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6M411,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6MVL6,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6NY22,Zea mays (Maize),Zea mays (Maize),1
K7UV45,A0A1D6PWG8,Zea mays (Maize),Zea mays (Maize),1
K7UV45,B4G0F8,Zea mays (Maize),Zea mays (Maize),1
K7UV84,A0A1D6L6Z4,Zea mays (Maize),Zea mays (Maize),1
K7UV84,A0A1D6N7Q5,Zea mays (Maize),Zea mays (Maize),1
K7UVD8,B6T2Q2,Zea mays (Maize),Zea mays (Maize),1
K7UVD8,A0A1D6EBQ6,Zea mays (Maize),Zea mays (Maize),1
K7UVJ3,B4FQ87,Zea mays (Maize),Zea mays (Maize),1
K7UVJ3,A0A1D6N886,Zea mays (Maize),Zea mays (Maize),1
K7UVJ3,A0A1D6E6G8,Zea mays (Maize),Zea mays (Maize),1
K7UVJ3,A0A1D6EU65,Zea mays (Maize),Zea mays (Maize),1
K7UVJ3,A0A1D6H4Z3,Zea mays (Maize),Zea mays (Maize),1
K7UVJ3,A0A1D6HLC9,Zea mays (Maize),Zea mays (Maize),1
K7UVJ3,A0A1D6I348,Zea mays (Maize),Zea mays (Maize),1
K7UW31,B6U886,Zea mays (Maize),Zea mays (Maize),1
K7UW31,A0A1D6EZQ5,Zea mays (Maize),Zea mays (Maize),1
K7UW34,B4F8D6,Zea mays (Maize),Zea mays (Maize),1
K7UW34,B4FIZ5,Zea mays (Maize),Zea mays (Maize),1
K7UW34,A0A1D6QH52,Zea mays (Maize),Zea mays (Maize),1
K7UW34,C0HHW4,Zea mays (Maize),Zea mays (Maize),1
K7UWA5,A0A1D6KUY8,Zea mays (Maize),Zea mays (Maize),1
K7UWW6,A0A1D6E6N8,Zea mays (Maize),Zea mays (Maize),1
K7UWW6,A0A1D6FMA1,Zea mays (Maize),Zea mays (Maize),1
K7UWW6,A0A1D6Q1L3,Zea mays (Maize),Zea mays (Maize),1
K7UX58,A0A1D6N7D2,Zea mays (Maize),Zea mays (Maize),1
K7UX95,B4FEF1,Zea mays (Maize),Zea mays (Maize),1
K7UX95,B4FF24,Zea mays (Maize),Zea mays (Maize),1
K7UX95,C0PJ39,Zea mays (Maize),Zea mays (Maize),1
